"","city","state","totalpop","latitude","longitude"
"10050","Greenfield","MA",17700,42.601335,-72.623619
"10051","Greenfield","MO",2562,37.406208,-93.895184
"10052","Greenfield","NH",1767,42.929346,-71.859087
"10053","Greenfield","OH",8671,39.288414,-83.583223
"10054","Greenfield","OK",125,35.858554,-98.421836
"10055","Greenfield","TN",3736,36.213708,-88.781253
"10056","Greenhurst","NY",314,42.120512,-79.30958
"10057","Greenland","MI",216,46.780865,-89.114601
"10058","Greenland","NH",3566,43.038634,-70.809157
"10059","Greenlawn","NY",9454,40.866948,-73.362512
"10060","Greenleaf","ID",1192,43.679989,-116.76248
"10061","Greenleaf","KS",505,39.687997,-96.975097
"10062","Greenleaf","WI",3625,44.347365,-88.037736
"10063","Greenock","PA",151,40.434436,-80.024817
"10064","Greenport","NY",4299,40.922326,-72.637078
"10065","Greens Fork","IN",1448,39.893845,-85.013775
"10066","Greensboro Bend","VT",522,44.775607,-72.22641
"10067","Greensboro","AL",7419,32.699872,-87.586079
"10068","Greensboro","FL",804,30.565334,-84.735972
"10069","Greensboro","GA",11001,33.560655,-83.193389
"10070","Greensboro","IN",140,39.878933,-85.464036
"10071","Greensboro","MD",4408,38.968592,-75.790732
"10072","Greensboro","NC",305168,36.0828573333333,-79.8353485555556
"10073","Greensboro","PA",1606,39.820941,-79.974551
"10074","Greensboro","VT",425,44.600325,-72.286556
"10075","Greensburg","IN",20832,39.299802,-85.491781
"10076","Greensburg","KS",1167,37.607534,-99.204968
"10077","Greensburg","KY",8869,37.27586,-85.519334
"10078","Greensburg","LA",5112,30.657123,-90.651536
"10079","Greensburg","PA",59483,40.347017,-79.500729
"10080","Greentop","MO",1715,40.271035,-92.438547
"10081","Greentown","IN",5922,40.485442,-85.997326
"10082","Greentown","PA",4526,41.320734,-75.199395
"10083","Greenup","IL",3104,39.274017,-88.124598
"10084","Greenup","KY",10279,38.617863,-82.839401
"10085","Greenvale","NY",2780,40.754757,-73.601772
"10086","Greenview","CA",308,41.540332,-122.936575
"10087","Greenview","IL",1440,40.101722,-89.746851
"10088","Greenville Junction","ME",93,45.792364,-69.30463
"10089","Greenville","AL",14074,31.796729,-86.596233
"10090","Greenville","CA",1899,40.124832,-120.87884
"10091","Greenville","FL",4242,30.441092,-83.516133
"10092","Greenville","GA",4042,33.046754,-84.740188
"10093","Greenville","IA",238,43.107743,-95.140993
"10094","Greenville","IL",10355,38.884421,-89.423032
"10095","Greenville","IN",4264,38.373209,-85.986626
"10096","Greenville","KY",11747,37.20083,-87.164385
"10097","Greenville","ME",1840,45.792364,-69.30463
"10098","Greenville","MI",17863,43.282538,-85.077695
"10099","Greenville","MO",1844,37.126875,-90.450586
"10100","Greenville","MS",38797,33.3519795,-90.986397
"10101","Greenville","NC",108695,35.623976,-77.391904
"10102","Greenville","NH",3426,42.875116,-71.717548
"10103","Greenville","NY",3795,42.382594,-73.951259
"10104","Greenville","OH",22930,40.156478,-84.649068
"10105","Greenville","PA",18186,41.326606,-80.288302
"10106","Greenville","RI",7704,41.879298,-71.551682
"10107","Greenville","SC",201862,34.8847196666667,-82.3988463333333
"10108","Greenville","TX",34472,33.104783,-96.104119
"10109","Greenville","UT",194,38.235645,-112.783262
"10110","Greenville","VA",2916,37.983435,-79.175646
"10111","Greenville","WI",8580,44.286983,-88.556406
"10112","Greenville","WV",393,37.552029,-80.539672
"10113","Greenwald","MN",199,45.597122,-94.851494
"10114","Greenway","AR",411,36.327813,-90.182485
"10115","Greenwell Springs","LA",12486,30.574145,-90.963516
"10116","Greenwich","CT",38819,41.0613645,-73.640321
"10117","Greenwich","KS",71,37.78335,-97.205419
"10118","Greenwich","NJ",804,39.405498,-75.320881
"10119","Greenwich","NY",6594,43.212754,-73.434261
"10120","Greenwich","OH",4514,41.119451,-82.564392
"10121","Greenwich","UT",77,38.328871,-112.142622
"10122","Greenwood Lake","NY",4539,41.297325,-74.26484
"10123","Greenwood Springs","MS",848,33.940078,-88.320711
"10124","Greenwood","AR",14527,35.181209,-94.206011
"10125","Greenwood","CA",1262,38.909448,-120.889138
"10126","Greenwood","DE",6951,38.82458,-75.588771
"10127","Greenwood","FL",2921,30.859204,-85.14758
"10128","Greenwood","IN",78968,39.499163,-86.100972
"10129","Greenwood","LA",3510,32.429968,-93.989086
"10130","Greenwood","ME",802,44.401595,-70.708774
"10131","Greenwood","MO",7612,38.86436,-94.281453
"10132","Greenwood","MS",25297,33.550408,-90.224856
"10133","Greenwood","NE",1047,40.905385,-96.290223
"10134","Greenwood","NY",793,42.143242,-77.562991
"10135","Greenwood","SC",54394,34.2025625,-82.141387
"10136","Greenwood","VA",444,38.078772,-78.521957
"10137","Greenwood","WI",3077,44.660403,-90.6756
"10138","Greer","AZ",176,35.237487,-109.52295
"10139","Greer","SC",75476,34.955538,-82.349254
"10140","Gregory","AR",37,35.179148,-91.259428
"10141","Gregory","MI",4796,42.496024,-84.084724
"10142","Gregory","SD",1900,43.213649,-99.36219
"10143","Gregory","TX",1944,27.945389,-97.245888
"10144","Greig","NY",177,43.818705,-75.480342
"10145","Grelton","OH",62,41.341081,-84.000532
"10146","Grenada","CA",589,41.63468,-122.46953
"10147","Grenada","MS",18403,33.786016,-89.845462
"10148","Grenola","KS",372,37.406927,-96.384362
"10149","Grenora","ND",371,48.5252,-103.917588
"10150","Grenville","NM",128,36.369783,-103.505541
"10151","Grenville","SD",223,45.369855,-97.603949
"10152","Gresham","NE",461,41.010433,-97.425506
"10153","Gresham","OR",77581,45.4946845,-122.4084915
"10154","Gresham","SC",2834,33.952411,-79.360418
"10155","Gresham","WI",1778,44.806061,-88.732786
"10156","Grethel","KY",1106,37.457565,-82.664491
"10157","Gretna","FL",1642,30.589232,-84.564944
"10158","Gretna","LA",55581,29.8992945,-90.04443
"10159","Gretna","NE",10839,41.098888,-96.239744
"10160","Gretna","VA",7977,36.983015,-79.321101
"10161","Grey Eagle","MN",1514,45.827791,-94.77757
"10162","Greybull","WY",2644,44.477394,-108.130553
"10163","Greycliff","MT",334,45.696301,-109.855062
"10164","Gridley","CA",10810,39.355492,-121.724685
"10165","Gridley","IL",2031,40.744776,-88.881354
"10166","Gridley","KS",631,38.105539,-95.794536
"10167","Griffin","GA",61966,33.25312,-84.281477
"10168","Griffin","IN",364,38.190994,-87.91701
"10169","Griffith","IN",18404,41.522129,-87.390338
"10170","Griffithsville","WV",1101,38.246211,-81.960658
"10171","Griffithville","AR",666,35.113187,-91.606092
"10172","Grifton","NC",7332,35.440556,-77.399501
"10173","Griggsville","IL",1715,39.741573,-90.749386
"10174","Grimes","CA",569,39.065895,-121.908208
"10175","Grimes","IA",9407,41.652116,-93.600453
"10176","Grimesland","NC",5903,35.506325,-77.214568
"10177","Grimsley","TN",1098,36.259849,-85.00154
"10178","Grimstead","VA",131,37.410286,-76.294103
"10179","Grindstone","PA",2105,40.015516,-79.843978
"10180","Grinnell","IA",11536,41.685324,-92.630258
"10181","Grinnell","KS",520,39.125891,-100.631872
"10182","Griswold","IA",1923,41.236242,-95.041216
"10183","Grizzly Flats","CA",1101,38.63765,-120.553399
"10184","Groesbeck","TX",7057,31.473823,-96.543147
"10185","Groom","TX",779,35.276741,-101.232275
"10186","Grosse Ile","MI",10371,42.135191,-83.156124
"10187","Grosse Pointe","MI",47583,42.239933,-83.150823
"10188","Grosse Tete","LA",1305,30.371497,-91.412678
"10189","Groton","CT",31242,41.355405,-72.038268
"10190","Groton","MA",10646,42.446396,-71.459405
"10191","Groton","NY",6423,42.579298,-76.392709
"10192","Groton","SD",2068,45.589027,-98.245639
"10193","Groton","VT",1139,44.281506,-72.207573
"10194","Grottoes","VA",6140,38.272465,-78.805841
"10195","Grouse Creek","UT",68,41.500586,-112.957875
"10196","Grove City","MN",1725,45.146898,-94.674112
"10197","Grove City","OH",58424,39.969036,-83.011389
"10198","Grove City","PA",16145,41.170823,-80.089581
"10199","Grove Hill","AL",4977,31.704953,-87.801307
"10200","Grove","OK",14412,36.545757,-94.74162
"10201","Groveland","CA",3736,37.867634,-120.088197
"10202","Groveland","FL",13961,28.587996,-81.870269
"10203","Groveland","IL",1629,40.600997,-89.557074
"10204","Groveland","MA",6459,42.751074,-71.021437
"10205","Groveland","NY",655,42.694819,-77.754628
"10206","Groveoak","AL",1058,34.435197,-86.038915
"10207","Groveport","OH",12161,39.84692,-82.88487
"10208","Grover Beach","CA",13162,35.38173,-120.50264
"10209","Grover Hill","OH",1219,41.032277,-84.479422
"10210","Grover","CO",540,40.820129,-104.168529
"10211","Grover","MO",8512,38.566718,-90.630975
"10212","Grover","NC",5621,35.204027,-81.471909
"10213","Grover","WY",494,42.789343,-110.942061
"10214","Grovertown","IN",1458,41.34963,-86.524321
"10215","Groves","TX",16147,29.941563,-93.916957
"10216","Grovespring","MO",1269,37.396509,-92.581914
"10217","Groveton","NH",2577,44.75096,-71.422453
"10218","Groveton","TX",3259,31.062102,-95.142669
"10219","Grovetown","GA",30415,33.466721,-82.213991
"10220","Grubbs","AR",401,35.654913,-91.079185
"10221","Grubville","MO",534,38.283477,-90.761238
"10222","Gruetli Laager","TN",2018,35.385223,-85.653738
"10223","Grulla","TX",675,26.289718,-98.647936
"10224","Grundy Center","IA",3313,42.369118,-92.807878
"10225","Grundy","VA",8061,37.257171,-82.100073
"10226","Gruver","TX",1839,36.230799,-101.310055
"10227","Grygla","MN",769,48.358371,-96.378062
"10228","Guadalupe","CA",7110,34.938796,-120.57318
"10229","Guadalupita","NM",376,36.008302,-105.023886
"10230","Gualala","CA",2093,38.836933,-123.527323
"10231","Guanica","PR",13307,17.972468,-66.898661
"10232","Guatay","CA",592,33.016928,-116.846046
"10233","Guayama","PR",44637,17.99229,-66.139253
"10234","Guayanilla","PR",21481,18.02328,-66.786909
"10235","Guaynabo","PR",102493,18.3815606,-66.1036294
"10236","Guerneville","CA",4750,38.495554,-122.979355
"10237","Guernsey","IA",221,41.637767,-92.347941
"10238","Guernsey","WY",1302,42.256819,-104.786912
"10239","Gueydan","LA",3435,30.010373,-92.560894
"10240","Guffey","CO",806,38.835374,-105.562124
"10241","Guide Rock","NE",490,40.071648,-98.330001
"10242","Guild","NH",86,43.365618,-72.125562
"10243","Guild","TN",607,35.029115,-85.517231
"10244","Guilderland Center","NY",479,42.694777,-73.905271
"10245","Guilderland","NY",4271,42.703519,-73.960324
"10246","Guildhall","VT",827,44.671187,-71.662213
"10247","Guilford","CT",22375,41.338847,-72.690089
"10248","Guilford","IN",3358,39.193261,-84.964354
"10249","Guilford","ME",2537,45.315976,-69.457444
"10250","Guilford","MO",329,40.352306,-94.900456
"10251","Guilford","NY",1045,42.365134,-75.611685
"10252","Guin","AL",4340,34.078901,-87.813808
"10253","Guinda","CA",370,38.850382,-122.214722
"10254","Guion","AR",149,36.064329,-91.944673
"10255","Gulf Breeze","FL",30305,30.6642175,-87.055208
"10256","Gulf Hammock","FL",397,29.24467,-82.740173
"10257","Gulf Shores","AL",12705,30.284936,-87.794246
"10258","Gulfport","MS",83530,30.421141,-89.0824076666667
"10259","Gulliver","MI",771,46.042076,-86.235756
"10260","Gully","MN",355,47.836367,-96.3504
"10261","Gulston","KY",301,36.77011,-83.330675
"10262","Gum Spring","VA",1909,37.798243,-77.937457
"10263","Gunlock","KY",614,37.589246,-82.945214
"10264","Gunlock","UT",202,37.287695,-113.760596
"10265","Gunnison","CO",9790,38.615316,-106.9887475
"10266","Gunnison","MS",616,34.000588,-90.919616
"10267","Gunnison","UT",3395,39.136318,-111.845821
"10268","Gunpowder","MD",104,39.380158,-76.295468
"10269","Gunter","TX",2982,33.449135,-96.709494
"10270","Guntersville","AL",16272,34.344851,-86.27518
"10271","Guntown","MS",5702,34.421084,-88.665975
"10272","Gurabo","PR",45429,18.259092,-65.974641
"10273","Gurdon","AR",4090,33.930011,-93.129994
"10274","Gurley","AL",6276,34.722737,-86.40353
"10275","Gurley","NE",385,41.315041,-102.983464
"10276","Gurnee","IL",37947,42.375121,-87.939683
"10277","Gustavus","AK",442,58.331798,-135.181256
"10278","Gustine","CA",8942,37.150438,-120.987196
"10279","Gustine","TX",1014,31.846846,-98.401686
"10280","Guston","KY",2304,37.889946,-86.199842
"10281","Guthrie Center","IA",2674,41.683516,-94.559702
"10282","Guthrie","KY",2469,36.714895,-87.150248
"10283","Guthrie","OK",20226,35.877129,-97.456312
"10284","Guthrie","TX",262,33.616723,-100.254782
"10285","Guttenberg","IA",3136,42.845668,-91.249472
"10286","Guy","AR",250,35.322662,-92.334843
"10287","Guy","TX",784,29.349957,-95.77215
"10288","Guymon","OK",12953,36.729713,-101.426147
"10289","Guys Mills","PA",2978,41.666057,-80.065793
"10290","Guys","TN",637,35.056023,-88.504368
"10291","Guysville","OH",1730,39.249339,-81.922005
"10292","Guyton","GA",16443,32.331563,-81.384181
"10293","Gwinn","MI",7016,46.331119,-87.439658
"10294","Gwinner","ND",920,46.152725,-97.767735
"10295","Gwynedd Valley","PA",757,40.181054,-75.257855
"10296","Gwynedd","PA",640,40.200757,-75.250665
"10297","Gwynn Oak","MD",48133,39.325605,-76.736594
"10298","Gwynn","VA",471,37.410286,-76.294103
"10299","Gwynneville","IN",211,39.66172,-85.647634
"10300","Gypsum","CO",7721,39.615505,-106.895722
"10301","Gypsum","KS",1374,38.710913,-97.492119
"10302","Gypsum","OH",95,41.503759,-82.87084
"10303","Gypsy","WV",263,39.285204,-80.385344
"10304","Hachita","NM",116,31.890411,-108.331605
"10305","Hacienda Heights","CA",54013,33.976114,-117.981631
"10306","Hackberry","AZ",224,35.605301,-113.642712
"10307","Hackberry","LA",1262,29.897443,-93.368241
"10308","Hackensack","MN",1755,46.939139,-94.450641
"10309","Hackensack","NJ",43010,40.913482,-74.001623
"10310","Hacker Valley","WV",454,38.645017,-80.432189
"10311","Hackett","AR",3858,35.119452,-94.329759
"10312","Hackettstown","NJ",29849,40.868804,-74.844734
"10313","Hackleburg","AL",2361,34.122514,-87.828236
"10314","Hacksneck","VA",152,37.639252,-75.865009
"10315","Haddam","CT",2550,41.471457,-72.511376
"10316","Haddam","KS",195,39.83551,-97.269445
"10317","Haddock","GA",2660,33.056543,-83.424672
"10318","Haddon Heights","NJ",7566,39.879163,-75.065666
"10319","Haddonfield","NJ",16261,39.876313,-75.033414
"10320","Hadley","MA",5250,42.356804,-72.576613
"10321","Hadley","MI",157,42.93062,-83.360013
"10322","Hadley","NY",2603,43.287589,-73.976958
"10323","Hadley","PA",2023,41.32821,-80.292168
"10324","Hagaman","NY",1865,42.969505,-74.155559
"10325","Hagan","GA",205,32.152808,-81.925865
"10326","Hagarville","AR",242,35.547714,-93.437264
"10327","Hager City","WI",2232,44.655504,-92.573652
"10328","Hagerhill","KY",2627,37.780451,-82.841565
"10329","Hagerman","ID",2361,42.807535,-114.86211
"10330","Hagerman","NM",2525,33.101546,-104.356588
"10331","Hagerstown","IN",4082,39.895789,-85.05967
"10332","Hagerstown","MD",95186,39.5985506666667,-77.6912113333333
"10333","Hague","ND",324,46.080221,-100.097715
"10334","Hague","NY",574,43.730225,-73.543498
"10335","Hague","VA",1921,38.059488,-76.676452
"10336","Hahira","GA",10295,30.942022,-83.333206
"10337","Hahnville","LA",4719,29.966812,-90.408167
"10338","Haigler","NE",324,40.176417,-101.687688
"10339","Haiku","HI",10220,20.849675,-156.165622
"10340","Hailey","ID",10472,43.54195,-114.31008
"10341","Haileyville","OK",824,34.849958,-95.577718
"10342","Haines City","FL",33804,28.075834,-81.592933
"10343","Haines Falls","NY",417,42.19551,-74.102319
"10344","Haines","AK",2602,59.312688,-135.681153
"10345","Haines","OR",895,44.941557,-117.987928
"10346","Hainesport","NJ",5917,39.987212,-74.829308
"10347","Hakalau","HI",613,19.911689,-155.148483
"10348","Halbur","IA",246,42.008229,-94.994311
"10349","Halcottsville","NY",59,42.183045,-74.925617
"10350","Hale Center","TX",3194,34.064607,-101.845753
"10351","Hale","MI",4043,44.358808,-83.764739
"10352","Hale","MO",1072,39.605442,-93.342669
"10353","Haledon","NJ",22600,40.951587,-74.186269
"10354","Haleiwa","HI",7352,21.63185,-158.03645
"10355","Hales Corners","WI",7755,42.943614,-88.046454
"10356","Halethorpe","MD",33534,39.241606,-76.677291
"10357","Haleyville","AL",13485,34.179569,-87.505293
"10358","Half Moon Bay","CA",18424,37.389057,-122.415566
"10359","Half Way","MO",2481,37.630967,-93.258038
"10360","Halfway","OR",986,44.952248,-117.123753
"10361","Halifax","MA",7518,41.988351,-70.860578
"10362","Halifax","NC",4001,36.33719,-77.629192
"10363","Halifax","PA",8192,40.507107,-76.843844
"10364","Halifax","VA",6347,36.783814,-78.964257
"10365","Hall Summit","LA",313,32.062391,-93.367949
"10366","Hall","MT",407,46.466704,-113.23873
"10367","Hallam","NE",485,40.573856,-96.79982
"10368","Hallandale","FL",39341,25.992118,-80.146701
"10369","Hallett","OK",150,36.36216,-96.637553
"10370","Hallettsville","TX",7569,29.418431,-96.93942
"10371","Halliday","ND",706,47.351748,-102.336761
"10372","Hallie","KY",537,37.083683,-83.002662
"10373","Hallieford","VA",257,37.410286,-76.294103
"10374","Hallock","MN",1364,48.774787,-96.942022
"10375","Hallowell","ME",2355,44.24913,-69.795037
"10376","Halls","TN",5193,35.840794,-89.531217
"10377","Hallsboro","NC",1647,34.337401,-78.652989
"10378","Hallstead","PA",3642,41.960544,-75.748053
"10379","Hallsville","MO",3731,39.102338,-92.240267
"10380","Hallsville","TX",8611,32.526928,-94.573183
"10381","Halltown","MO",159,37.194385,-93.627547
"10382","Hallwood","VA",776,37.883709,-75.604063
"10383","Halma","MN",140,48.771938,-96.812921
"10384","Halsey","NE",137,41.913806,-100.555805
"10385","Halsey","OR",1625,44.385837,-123.115961
"10386","Halstad","MN",771,47.350668,-96.82368
"10387","Halstead","KS",2935,38.02428,-97.509713
"10388","Haltom City","TX",30645,32.801874,-97.263393
"10389","Hambleton","WV",1018,39.117906,-79.563678
"10390","Hamburg","AR",6756,33.215895,-91.804371
"10391","Hamburg","IA",1748,40.741699,-95.583179
"10392","Hamburg","IL",647,39.13427,-90.69376
"10393","Hamburg","LA",130,31.037572,-91.904161
"10394","Hamburg","MI",206,42.452284,-83.814654
"10395","Hamburg","MN",988,44.785812,-93.837873
"10396","Hamburg","NJ",9160,41.159187,-74.57688
"10397","Hamburg","NY",41937,42.729083,-78.837596
"10398","Hamburg","PA",11039,40.368035,-75.861788
"10399","Hamden","CT",60966,41.383889,-72.9187463333333
"10400","Hamden","NY",755,42.192781,-75.012689
"10401","Hamden","OH",2112,39.178317,-82.503194
"10402","Hamel","IL",713,38.880823,-89.860115
"10403","Hamel","MN",6327,45.073663,-93.568735
"10404","Hamer","ID",581,43.878511,-112.260858
"10405","Hamer","SC",2917,34.484912,-79.350207
"10406","Hamersville","OH",3913,38.902187,-83.982347
"10407","Hamill","SD",183,43.382122,-99.88231
"10408","Hamilton City","CA",2601,39.728209,-122.053823
"10409","Hamilton","AL",11145,34.167583,-87.994648
"10410","Hamilton","CO",112,40.297591,-107.665731
"10411","Hamilton","GA",5103,32.746007,-84.934906
"10412","Hamilton","IA",299,41.189953,-92.95896
"10413","Hamilton","IL",3610,40.475714,-91.271002
"10414","Hamilton","IN",3488,41.572304,-84.897465
"10415","Hamilton","KS",429,37.980393,-96.199508
"10416","Hamilton","MI",7791,42.693859,-85.980959
"10417","Hamilton","MO",3024,39.719176,-94.002251
"10418","Hamilton","MS",3183,33.778926,-88.358784
"10419","Hamilton","MT",13052,46.234189,-114.165774
"10420","Hamilton","NC",514,35.963174,-77.223554
"10421","Hamilton","ND",167,48.778717,-97.449975
"10422","Hamilton","NY",6735,42.822667,-75.553153
"10423","Hamilton","OH",134328,39.403548,-84.5429953333333
"10424","Hamilton","PA",105,41.141079,-78.962877
"10425","Hamilton","TX",4978,31.671399,-98.107585
"10426","Hamilton","VA",4288,39.138314,-77.657328
"10427","Hamilton","WA",245,48.525461,-121.9887
"10428","Hamler","OH",1236,41.230082,-84.035807
"10429","Hamlet","IN",1905,41.393141,-86.594849
"10430","Hamlet","NC",12592,34.937085,-79.649111
"10431","Hamlin","IA",193,41.746719,-94.847093
"10432","Hamlin","NY",7524,43.321659,-77.925097
"10433","Hamlin","PA",118,41.422497,-75.335384
"10434","Hamlin","TX",2449,32.817535,-99.967329
"10435","Hamlin","WV",2647,38.280522,-82.083145
"10436","Hammett","ID",620,42.948206,-115.38369
"10437","Hammon","OK",1020,35.630294,-99.381869
"10438","Hammond","IL",769,39.843006,-88.585389
"10439","Hammond","IN",73569,41.55875875,-87.48268425
"10440","Hammond","LA",47940,30.5308416666667,-90.4701226666667
"10441","Hammond","MT",146,45.567085,-104.539066
"10442","Hammond","NY",2211,44.468,-75.359907
"10443","Hammond","OR",1383,46.182894,-123.95135
"10444","Hammond","WI",3586,44.966939,-92.456512
"10445","Hammondsport","NY",3061,42.322455,-77.198396
"10446","Hammondsville","OH",882,40.460885,-80.719014
"10447","Hammonton","NJ",24308,39.563616,-74.711081
"10448","Hampden Sydney","VA",225,37.238139,-78.461789
"10449","Hampden","MA",5109,42.067614,-72.417507
"10450","Hampden","ME",8824,44.835984,-68.829046
"10451","Hampden","ND",105,48.499953,-98.644371
"10452","Hampshire","IL",14341,42.027886,-88.454812
"10453","Hampshire","TN",1379,35.627022,-87.29402
"10454","Hampstead","MD",15084,39.614552,-76.864427
"10455","Hampstead","NC",17512,34.391419,-77.658725
"10456","Hampstead","NH",6334,42.877438,-71.139098
"10457","Hampton Bays","NY",14068,40.922326,-72.637078
"10458","Hampton Falls","NH",2238,42.891888,-70.982601
"10459","Hampton","AR",3224,33.516751,-92.582269
"10460","Hampton","CT",2841,41.788756,-71.975819
"10461","Hampton","FL",2060,29.862285,-82.143297
"10462","Hampton","GA",38569,33.408112,-84.273764
"10463","Hampton","IA",5776,42.731454,-93.230657
"10464","Hampton","IL",1822,41.527582,-90.446341
"10465","Hampton","KY",192,37.302521,-88.393763
"10466","Hampton","MN",2035,44.608467,-92.955479
"10467","Hampton","NE",806,40.933448,-98.021035
"10468","Hampton","NH",15345,42.917389,-70.95095
"10469","Hampton","NJ",4629,40.6667,-74.964692
"10470","Hampton","NY",857,43.492705,-73.278904
"10471","Hampton","SC",4331,32.882332,-81.132412
"10472","Hampton","TN",4386,36.25366,-82.149749
"10473","Hampton","VA",136895,37.0516803333333,-76.354194
"10474","Hamptonville","NC",6421,36.119371,-80.80111
"10475","Hamshire","TX",1390,29.851906,-94.289265
"10476","Hamtramck","MI",39038,42.239933,-83.150823
"10477","Hana","HI",1990,20.725172,-156.02293
"10478","Hanalei","HI",1390,22.213592,-159.482796
"10479","Hanapepe","HI",2823,22.020489,-159.617765
"10480","Hanceville","AL",13142,34.034276,-86.841753
"10481","Hancock","IA",448,41.389941,-95.372891
"10482","Hancock","MD",3766,39.58895,-78.050204
"10483","Hancock","ME",2261,44.641873,-68.391481
"10484","Hancock","MI",6987,47.156614,-88.558554
"10485","Hancock","MN",1496,45.497402,-95.79426
"10486","Hancock","NH",1654,42.93924,-71.983797
"10487","Hancock","NY",2670,42.115853,-75.028814
"10488","Hancock","VT",323,43.907858,-72.890031
"10489","Hancock","WI",1923,44.103548,-89.491566
"10490","Hancocks Bridge","NJ",124,39.569805,-75.312703
"10491","Handley","WV",349,38.187888,-81.3657
"10492","Hanford","CA",65264,36.220468,-119.71776
"10493","Hankamer","TX",1005,29.693181,-94.685815
"10494","Hankins","NY",351,41.839135,-75.05342
"10495","Hankinson","ND",1545,46.073423,-96.92473
"10496","Hanksville","UT",261,38.286909,-110.68796
"10497","Hanley Falls","MN",535,44.692039,-95.62058
"10498","Hanlontown","IA",353,43.32067,-93.378938
"10499","Hanna City","IL",2919,40.685646,-89.781809
"10500","Hanna","IN",1068,41.378592,-86.788687
"10501","Hanna","OK",494,35.347368,-95.664118
"10502","Hanna","UT",259,40.428901,-110.807816
"10503","Hanna","WY",929,41.869647,-106.552216
"10504","Hannacroix","NY",1073,42.411114,-73.881515
"10505","Hannaford","ND",347,47.378619,-98.350201
"10506","Hannah","ND",71,48.77178,-98.464102
"10507","Hannastown","PA",220,40.352037,-79.49789
"10508","Hannawa Falls","NY",69,44.608735,-74.973218
"10509","Hannibal","MO",22067,39.736986,-91.45683
"10510","Hannibal","NY",4488,43.324451,-76.306549
"10511","Hannibal","OH",272,39.676317,-80.891369
"10512","Hanover","CT",67,41.644546,-72.06769
"10513","Hanover","IL",1327,42.274653,-90.295132
"10514","Hanover","IN",5951,38.734755,-85.376804
"10515","Hanover","KS",1096,39.867079,-96.896534
"10516","Hanover","MA",13879,42.123534,-70.851048
"10517","Hanover","MD",12952,39.057694,-76.615557
"10518","Hanover","ME",238,44.494347,-70.735691
"10519","Hanover","MI",2579,42.111258,-84.601588
"10520","Hanover","MN",2850,45.160196,-93.673418
"10521","Hanover","NH",10538,43.861077,-72.120314
"10522","Hanover","NM",1243,32.804493,-107.954524
"10523","Hanover","PA",50292,39.935502,-76.672739
"10524","Hanover","VA",3197,37.735448,-77.337944
"10525","Hanover","WV",1523,37.603344,-81.53998
"10526","Hanoverton","OH",2425,40.760843,-80.887866
"10527","Hansboro","ND",47,48.900063,-99.427769
"10528","Hanscom Afb","MA",1396,42.446396,-71.459405
"10529","Hansen","ID",2060,42.451937,-114.207144
"10530","Hansford","WV",366,38.207048,-81.39286
"10531","Hanska","MN",1066,44.133457,-94.499485
"10532","Hanson","KY",3118,37.335312,-87.469567
"10533","Hanson","MA",10218,42.055701,-70.875936
"10534","Hanston","KS",380,38.121492,-99.709532
"10535","Hansville","WA",2537,47.868952,-122.557486
"10536","Happy Camp","CA",1251,41.666514,-123.421603
"10537","Happy Jack","AZ",703,35.630842,-112.052427
"10538","Happy","KY",835,37.210078,-83.091716
"10539","Happy","TX",1169,34.741789,-101.857175
"10540","Harbert","MI",294,41.877103,-86.630243
"10541","Harbeson","DE",1733,38.691547,-75.225025
"10542","Harbinger","NC",536,36.157985,-75.833856
"10543","Harbor Beach","MI",4085,43.867295,-82.800293
"10544","Harbor City","CA",25457,33.791267,-118.251554
"10545","Harbor Springs","MI",7042,45.55423,-84.925826
"10546","Harbor View","OH",101,41.645699,-83.620233
"10547","Harborcreek","PA",2518,42.172938,-79.937675
"10548","Harborside","ME",123,44.641873,-68.391481
"10549","Harborton","VA",137,37.656158,-75.848807
"10550","Harcourt","IA",515,42.260243,-94.16463
"10551","Hardaway","AL",253,32.293879,-85.813517
"10552","Hardeeville","SC",8237,32.244037,-81.074835
"10553","Hardesty","OK",388,36.615367,-101.198155
"10554","Hardin","IL",1555,39.149443,-90.622789
"10555","Hardin","KY",2147,36.817672,-88.30444
"10556","Hardin","MO",971,39.315365,-93.849333
"10557","Hardin","MT",5189,45.52731,-107.6963
"10558","Hardin","TX",53,30.150955,-94.733789
"10559","Hardinsburg","IN",1658,38.500408,-86.244689
"10560","Hardinsburg","KY",5939,37.751214,-86.45371
"10561","Hardtner","KS",241,37.076952,-98.751916
"10562","Hardwick","MA",838,42.347856,-72.225251
"10563","Hardwick","MN",462,43.810378,-96.218283
"10564","Hardwick","VT",2556,44.51609,-72.309822
"10565","Hardy","AR",3826,36.178441,-91.481669
"10566","Hardy","IA",205,42.797529,-94.079932
"10567","Hardy","KY",985,37.649157,-82.264495
"10568","Hardy","NE",269,40.074907,-97.900651
"10569","Hardy","VA",6132,37.177891,-79.667368
"10570","Hardyville","KY",1892,37.216477,-85.772032
"10571","Hardyville","VA",431,37.55118,-76.384428
"10572","Harford","NY",172,42.431068,-76.159312
"10573","Harford","PA",193,41.820346,-75.80463
"10574","Hargill","TX",990,26.409709,-98.224206
"10575","Harker Heights","TX",26344,31.028627,-97.611484
"10576","Harkers Island","NC",1207,34.873922,-76.587097
"10577","Harlan","IA",6703,41.667566,-95.29087
