"","city","state","totalpop","latitude","longitude"
"562","Amonate","VA",77,37.13549,-81.563406
"563","Amoret","MO",525,38.251879,-94.331993
"564","Amorita","OK",83,36.925116,-98.29243
"565","Amory","MS",12528,33.942639,-88.411284
"566","Amsterdam","MO",665,38.251879,-94.331993
"567","Amsterdam","NY",28937,42.906298,-74.229042
"568","Amsterdam","OH",2208,40.486354,-80.84505
"569","Amston","CT",4083,41.626377,-72.3728
"570","Anabel","MO",334,39.742779,-92.327977
"571","Anacoco","LA",4584,31.142302,-93.268452
"572","Anaconda","MT",8933,46.15821,-113.009421
"573","Anacortes","WA",20429,48.499172,-122.607111
"574","Anacostia Annex","DC",131,38.893311,-77.014647
"575","Anadarko","OK",9541,35.167108,-98.325598
"576","Anaheim","CA",354475,33.640302,-117.769442
"577","Anahola","HI",2368,22.055787,-159.454519
"578","Anahuac","TX",4942,29.662044,-94.592995
"579","Anaktuvuk Pass","AK",324,66.693255,-153.993988
"580","Anamoose","ND",469,47.926998,-100.284856
"581","Anamosa","IA",8682,42.10352,-91.240145
"582","Anasco","PR",29016,18.288685,-67.139696
"583","Anatone","WA",273,46.121593,-117.17858
"584","Anawalt","WV",675,37.375246,-81.653889
"585","Anchor Point","AK",2510,59.837116,-151.70781
"586","Anchor","IL",236,40.568549,-88.722113
"587","Anchorage","AK",242037,61.166843,-149.776012571429
"588","Ancona","IL",232,41.042631,-88.864211
"589","Ancram","NY",1164,42.067399,-73.657698
"590","Ancramdale","NY",775,42.043039,-73.587575
"591","Andale","KS",1676,37.779733,-97.636619
"592","Andalusia","AL",10673,31.304166,-86.386398
"593","Andalusia","IL",1284,41.440131,-90.742806
"594","Anderson Island","WA",1037,47.156263,-122.706706
"595","Anderson","AK",226,63.543571,-149.986676
"596","Anderson","AL",2252,34.942388,-87.273375
"597","Anderson","CA",22841,40.469324,-122.278404
"598","Anderson","IN",79310,40.1217216,-85.7053936
"599","Anderson","MO",5879,36.666988,-94.419201
"600","Anderson","SC",93613,34.4722115,-82.684358
"601","Anderson","TX",2534,30.562982,-95.981285
"602","Andersonville","GA",867,32.155949,-84.163983
"603","Andersonville","TN",4559,36.202528,-84.068808
"604","Andes","NY",1162,42.12923,-74.843187
"605","Andover","CT",3297,41.731847,-72.374634
"606","Andover","IA",108,41.964393,-90.222348
"607","Andover","KS",13764,37.701532,-97.098431
"608","Andover","MA",33201,42.647991,-71.165685
"609","Andover","ME",640,44.56816,-70.704051
"610","Andover","MN",45967,45.237661,-93.272428
"611","Andover","NH",2159,43.447006,-71.684093
"612","Andover","NJ",9193,41.092778,-74.718969
"613","Andover","NY",2269,42.145794,-77.811901
"614","Andover","OH",4676,41.740136,-80.602278
"615","Andover","SD",235,45.369855,-97.603949
"616","Andreas","PA",1304,40.744932,-75.83155
"617","Andrew","IA",434,42.164053,-90.61074
"618","Andrews Air Force Base","MD",2973,38.806207,-76.875551
"619","Andrews","IN",2304,40.820278,-85.597862
"620","Andrews","NC",5354,35.170731,-83.87111
"621","Andrews","SC",11060,33.435562,-79.409083
"622","Andrews","TX",14786,32.370377,-102.523255
"623","Aneta","ND",474,47.766493,-98.043481
"624","Angel Fire","NM",1768,36.512495,-104.919697
"625","Angela","MT",31,46.017965,-106.99199
"626","Angelica","NY",1535,42.217609,-78.090559
"627","Angels Camp","CA",5292,38.052816,-120.618608
"628","Angelus Oaks","CA",535,34.153818,-116.512262
"629","Angie","LA",6342,30.915579,-89.882844
"630","Angier","NC",17571,35.478164,-78.729411
"631","Angle Inlet","MN",96,48.875164,-94.885668
"632","Angleton","TX",30309,29.154269,-95.406577
"633","Angola","IN",18029,41.672567,-85.000474
"634","Angola","LA",479,30.97337,-91.538682
"635","Angola","NY",9858,42.823386,-78.858355
"636","Angoon","AK",479,57.500525,-134.585954
"637","Angora","MN",701,47.753747,-92.756769
"638","Angora","NE",59,41.721468,-103.003835
"639","Anguilla","MS",1230,32.973917,-90.831601
"640","Angwin","CA",3661,38.57145,-122.450215
"641","Aniak","AK",726,60.314735,-163.118947
"642","Animas","NM",882,32.053042,-108.906944
"643","Anita","IA",1407,41.390677,-94.813882
"644","Anita","PA",412,41.171119,-78.913113
"645","Aniwa","WI",1068,45.008812,-89.357822
"646","Ankeny","IA",21595,41.756321,-93.601467
"647","Anmoore","WV",602,39.258671,-80.287544
"648","Ann Arbor","MI",158345,42.2720494,-83.7462658
"649","Anna Maria","FL",1503,27.529113,-82.731722
"650","Anna","IL",7276,37.474268,-89.163042
"651","Anna","OH",4280,40.407239,-84.203271
"652","Anna","TX",11831,33.323709,-96.524804
"653","Annabella","UT",735,38.716845,-112.065687
"654","Annada","MO",125,39.253624,-90.814756
"655","Annandale On Hudson","NY",1395,42.035434,-73.909234
"656","Annandale","MN",7107,45.218652,-94.105948
"657","Annandale","NJ",8551,40.631008,-74.890685
"658","Annandale","VA",55990,38.835762,-77.212794
"659","Annapolis Junction","MD",2,39.1332,-76.798843
"660","Annapolis","CA",401,38.710387,-123.386924
"661","Annapolis","IL",421,39.134986,-87.838419
"662","Annapolis","MD",72042,39.0037265,-76.53842375
"663","Annapolis","MO",1619,37.4913,-90.6646
"664","Annawan","IL",1258,41.425519,-89.924636
"665","Anniston","AL",52019,33.7556915,-85.77472025
"666","Anniston","MO",226,36.822596,-89.346154
"667","Annona","TX",808,33.582918,-94.915595
"668","Annville","KY",2905,37.305202,-83.971127
"669","Annville","PA",11720,40.352637,-76.435873
"670","Anoka","MN",46352,45.282482,-93.418574
"671","Anselmo","NE",534,41.620773,-99.864392
"672","Ansley","NE",911,41.289827,-99.381735
"673","Anson","ME",2136,44.81062,-69.912885
"674","Anson","TX",3528,32.765623,-99.854766
"675","Ansonia","CT",19237,41.342514,-73.070301
"676","Ansonia","OH",2223,40.214675,-84.653188
"677","Ansonville","NC",611,35.021874,-80.085232
"678","Ansted","WV",1902,38.135025,-81.087871
"679","Antelope","CA",45048,38.716091,-121.366613
"680","Antelope","MT",125,48.700718,-104.360729
"681","Antelope","OR",229,45.263301,-121.088513
"682","Anthon","IA",1033,42.336668,-95.962495
"683","Anthony","FL",4109,29.337795,-82.082367
"684","Anthony","KS",2626,37.111488,-98.048121
"685","Anthony","NM",18421,32.068186,-106.570475
"686","Anthony","TX",7142,31.725097,-106.359795
"687","Antigo","WI",13238,45.160809,-89.093942
"688","Antimony","UT",201,37.729535,-110.543374
"689","Antioch","CA",102729,37.9264245,-121.8153335
"690","Antioch","IL",24299,42.451419,-88.075733
"691","Antioch","TN",78406,36.036032,-86.645598
"692","Antler","ND",211,48.813251,-101.227611
"693","Antlers","OK",6048,34.215441,-95.626306
"694","Antoine","AR",129,34.146678,-93.653733
"695","Anton Chico","NM",753,34.781908,-104.718891
"696","Anton","CO",154,39.690908,-103.137281
"697","Anton","TX",1571,33.770506,-102.192713
"698","Antonito","CO",2267,37.135059,-106.190367
"699","Antrim","NH",2692,43.044535,-71.971353
"700","Antwerp","NY",1719,44.148052,-75.759103
"701","Antwerp","OH",3530,41.186851,-84.727141
"702","Anvik","AK",85,65.226375,-151.025085
"703","Anza","CA",4734,33.524988,-116.679174
"704","Apache","OK",3718,34.891016,-98.361483
"705","Apalachicola","FL",3858,29.819333,-84.852937
"706","Apalachin","NY",8153,42.049798,-76.181009
"707","Apex","NC",30831,35.748012,-78.834012
"708","Apison","TN",3730,35.017572,-85.018914
"709","Aplington","IA",1850,42.657249,-92.895287
"710","Apollo Beach","FL",14117,27.84579,-82.331983
"711","Apollo","PA",13933,40.436827,-79.617178
"712","Apopka","FL",87976,28.6833735,-81.5132225
"713","Appalachia","VA",2939,36.940452,-82.665879
"714","Apple Creek","OH",7819,40.733099,-81.763389
"715","Apple Grove","WV",1034,38.657528,-82.10679
"716","Apple River","IL",1179,42.454161,-90.118471
"717","Apple Springs","TX",1070,31.105786,-95.138794
"718","Apple Valley","CA",77467,34.6450535,-116.346901
"719","Applegate","CA",897,38.998186,-120.994598
"720","Applegate","MI",1439,43.35159,-82.670835
"721","Appleton City","MO",1859,38.167943,-93.882831
"722","Appleton","MN",2066,45.282008,-95.95757
"723","Appleton","NY",1467,43.291696,-78.626944
"724","Appleton","WA",200,45.850437,-121.312852
"725","Appleton","WI",116633,44.3165795,-88.433964
"726","Appling","GA",6321,33.573999,-82.312058
"727","Appomattox","VA",9213,37.356134,-78.848202
"728","Aptos","CA",23974,37.024933,-121.879432
"729","Apulia Station","NY",150,42.823968,-76.062425
"730","Aquasco","MD",919,38.588843,-76.712639
"731","Aquebogue","NY",151,40.922326,-72.637078
"732","Aquilla","TX",1015,31.987167,-97.108113
"733","Arab","AL",16778,34.393855,-86.365403
"734","Arabi","GA",1263,31.849613,-83.7277
"735","Arabi","LA",3635,29.956803,-89.987547
"736","Aragon","GA",4708,34.053167,-85.079865
"737","Aragon","NM",161,33.913868,-108.649811
"738","Aransas Pass","TX",11953,27.931122,-97.3509475
"739","Arapaho","OK",1194,35.566643,-98.960209
"740","Arapahoe","CO",238,38.847485,-102.524932
"741","Arapahoe","NC",1502,35.034156,-76.798574
"742","Arapahoe","NE",1336,40.294628,-99.842844
"743","Arapahoe","WY",423,43.035809,-108.584486
"744","Ararat","NC",2162,36.385903,-80.589507
"745","Ararat","VA",2715,36.612434,-80.504446
"746","Arbela","MO",513,40.453333,-92.1474
"747","Arboles","CO",270,37.109225,-107.31183
"748","Arbon","ID",137,42.512788,-112.542643
"749","Arbovale","WV",590,38.387966,-79.990585
"750","Arbuckle","CA",4685,39.0134,-121.996852
"751","Arbyrd","MO",970,36.064878,-90.229246
"752","Arcade","NY",5672,42.597171,-78.37463
"753","Arcadia","CA",65810,33.786594,-118.298662
"754","Arcadia","FL",34670,27.186075,-81.866661
"755","Arcadia","IA",761,42.087657,-95.015299
"756","Arcadia","IN",3308,40.167756,-86.045789
"757","Arcadia","KS",610,37.601241,-94.697518
"758","Arcadia","LA",4531,32.376273,-92.970592
"759","Arcadia","MI",680,44.478837,-86.209391
"760","Arcadia","MO",1228,37.60362,-90.634928
"761","Arcadia","NE",596,41.52244,-99.038945
"762","Arcadia","OH",1202,41.115906,-83.535416
"763","Arcadia","OK",2178,35.672506,-97.309856
"764","Arcadia","PA",151,40.781719,-78.853612
"765","Arcadia","SC",530,34.95717,-81.991626
"766","Arcadia","WI",5152,44.251711,-91.387699
"767","Arcanum","OH",7300,40.126915,-84.539928
"768","Arcata","CA",20199,40.564495,-123.935891
"769","Arch Cape","OR",205,45.810934,-123.962989
"770","Archbald","PA",7087,41.487598,-75.533403
"771","Archbold","OH",6933,41.578355,-84.25106
"772","Archer City","TX",2035,33.556215,-98.624934
"773","Archer","FL",7732,29.569316,-82.506445
"774","Archer","IA",282,43.098882,-95.743011
"775","Archer","NE",180,41.140845,-98.13559
"776","Archie","MO",2271,38.521563,-94.352149
"777","Arco","ID",1644,43.634236,-113.213308
"778","Arco","MN",238,44.382668,-96.1842
"779","Arcola","IL",4463,39.725828,-88.305182
"780","Arcola","IN",60,41.103797,-85.292474
"781","Arcola","MO",206,37.431754,-93.849903
"782","Arcola","MS",531,33.26597,-90.844813
"783","Arctic Village","AK",152,65.226375,-151.025085
"784","Ardara","PA",387,40.360619,-79.743317
"785","Arden","NC",18821,35.589686,-82.541808
"786","Arden","NY",21,41.386195,-74.125718
"787","Ardenvoir","WA",71,47.708473,-120.329107
"788","Ardmore","AL",5146,34.961697,-86.844257
"789","Ardmore","OK",34927,34.156627,-97.179214
"790","Ardmore","PA",12519,39.998811,-75.30793
"791","Ardmore","TN",2811,35.055109,-86.883959
"792","Ardsley On Hudson","NY",108,41.025947,-73.87185
"793","Ardsley","NY",5487,41.015096,-73.841478
"794","Arecibo","PR",67010,18.450674,-66.698262
"795","Aredale","IA",168,42.804004,-92.985938
"796","Arena","WI",1947,43.119643,-89.947679
"797","Arenas Valley","NM",1343,32.783939,-108.185406
"798","Arenzville","IL",1067,39.913938,-90.370736
"799","Argenta","IL",2661,39.965322,-88.848695
"800","Argillite","KY",1852,38.511714,-82.872362
"801","Argonia","KS",827,37.248959,-97.690887
"802","Argonne","WI",1216,45.711791,-88.810386
"803","Argos","IN",3856,41.242669,-86.248052
"804","Argusville","ND",854,47.057026,-96.975162
"805","Argyle","GA",120,31.064114,-82.68954
"806","Argyle","IA",594,40.546499,-91.585217
"807","Argyle","MN",1022,48.331455,-96.816197
"808","Argyle","MO",414,38.498027,-91.918023
"809","Argyle","NY",3528,43.280711,-73.484828
"810","Argyle","TX",18419,33.215066,-97.164644
"811","Argyle","WI",2084,42.690143,-89.922697
"812","Ariel","WA",1017,45.999338,-122.442472
"813","Arimo","ID",671,42.566743,-112.259209
"814","Arion","IA",233,41.979124,-95.450804
"815","Aripeka","FL",99,28.430213,-82.661555
"816","Aristes","PA",331,40.816696,-76.350279
"817","Ariton","AL",2770,31.455485,-85.633907
"818","Arivaca","AZ",698,31.970131,-111.890713
"819","Arjay","KY",1239,36.769184,-83.708181
"820","Arkadelphia","AR",16664,34.0474383333333,-93.1634213333333
"821","Arkansas City","AR",405,33.608922,-91.207356
"822","Arkansas City","KS",16535,37.149582,-96.904215
"823","Arkansaw","WI",1373,44.602774,-92.062219
"824","Arkdale","WI",1826,44.079992,-89.803877
"825","Arkoma","OK",1992,35.202297,-94.551914
"826","Arkport","NY",3076,42.465145,-77.57387
"827","Arkville","NY",823,42.141725,-74.572054
"828","Arlee","MT",2377,47.220055,-114.024625
"829","Arley","AL",3597,34.095345,-87.188237
"830","Arlington Heights","IL",79890,42.073277,-87.9406465
"831","Arlington","AL",472,32.051214,-87.569778
"832","Arlington","AZ",752,33.276539,-112.18717
"833","Arlington","CO",14,38.430393,-103.366655
"834","Arlington","IA",885,42.752653,-91.69556
"835","Arlington","IL",474,41.43043,-89.240006
"836","Arlington","IN",970,39.663342,-85.590869
"837","Arlington","KS",765,37.829877,-98.196898
"838","Arlington","KY",1505,36.789033,-89.009178
"839","Arlington","MA",42844,42.3983705,-71.1719975
"840","Arlington","MN",3227,44.597449,-94.105481
"841","Arlington","NE",2150,41.501979,-96.317932
"842","Arlington","OH",2620,40.908204,-83.617612
"843","Arlington","OR",851,45.567282,-120.275127
"844","Arlington","SD",2062,44.368264,-97.246086
"845","Arlington","TN",38927,35.292102,-89.752615
"846","Arlington","TX",370281,32.7687715833333,-97.2257116666667
"847","Arlington","VA",207410,38.8767991,-77.1116537
"848","Arlington","VT",3408,43.065719,-73.134727
"849","Arlington","WA",40815,48.181498,-121.959469
"850","Arlington","WI",1351,43.336846,-89.36061
"851","Arma","KS",1939,37.557295,-94.694906
"852","Armada","MI",5379,42.850051,-82.894993
"853","Armagh","PA",922,40.460262,-79.009721
"854","Armbrust","PA",23,40.360223,-79.439801
"855","Armington","IL",613,40.36129,-89.323143
"856","Arminto","WY",10,42.966192,-106.807047
"857","Armona","CA",4143,36.316529,-119.704594
"858","Armonk","NY",7987,41.075185,-73.761247
"859","Armour","SD",1128,43.341035,-98.398964
"860","Armstrong Creek","WI",418,45.672311,-88.530545
"861","Armstrong","IA",1452,43.407517,-94.531703
"862","Armstrong","IL",375,40.258038,-87.874221
"863","Armstrong","MO",703,39.242532,-92.69974
"864","Armstrong","TX",37,27.116964,-97.612449
"865","Armuchee","GA",2294,34.479253,-85.149208
"866","Arnaudville","LA",9780,30.474902,-91.967292
"867","Arnegard","ND",313,47.807748,-103.438887
"868","Arnett","OK",929,36.204191,-99.818311
"869","Arnett","WV",604,37.82156,-81.409586
"870","Arnold","CA",4612,38.328969,-120.223837
"871","Arnold","KS",63,38.479822,-99.916519
"872","Arnold","MD",21317,39.031461,-76.623203
"873","Arnold","MI",36,46.604141,-87.614805
"874","Arnold","MO",35439,38.341665,-90.410219
"875","Arnold","NE",931,41.423996,-100.194253
"876","Arnolds Park","IA",1140,43.377945,-95.24015
"877","Arnoldsburg","WV",1200,38.828582,-81.132151
"878","Arnoldsville","GA",1440,33.888662,-83.222254
"879","Arnot","PA",332,41.77197,-77.242228
"880","Aroda","VA",874,38.428509,-78.267848
"881","Aroma Park","IL",538,41.091582,-87.684284
"882","Aromas","CA",3918,36.864154,-121.647608
"883","Arona","PA",367,40.360223,-79.439801
"884","Arp","TX",3937,32.27795,-95.067302
"885","Arpin","WI",2392,44.535658,-90.007245
"886","Arrey","NM",829,33.042613,-107.170508
"887","Arriba","CO",327,39.316461,-103.323143
"888","Arrington","TN",1855,35.856609,-86.663307
"889","Arrington","VA",1993,37.690183,-78.947944
"890","Arrow Rock","MO",56,39.069352,-92.948668
"891","Arrowsmith","IL",549,40.447857,-88.632584
"892","Arroyo Grande","CA",28413,35.292432,-120.655743
"893","Arroyo Hondo","NM",1007,36.53294,-105.656752
"894","Arroyo Seco","NM",1345,36.520002,-105.534027
"895","Arroyo","PR",19566,17.96751,-66.04138
"896","Art","TX",125,30.720372,-99.100089
"897","Artemas","PA",368,39.755155,-78.406388
"898","Artemus","KY",681,36.839539,-83.850573
"899","Artesia Wells","TX",33,28.338951,-99.098369
"900","Artesia","CA",16591,33.865395,-118.073148
"901","Artesia","MS",312,33.411531,-88.644261
"902","Artesia","NM",17217,32.622225,-104.433331
"903","Artesian","SD",734,44.020961,-98.01144
"904","Arthur City","TX",1118,33.65973,-95.582906
"905","Arthur","IA",394,42.341553,-95.371381
"906","Arthur","IL",4860,39.728925,-88.249344
"907","Arthur","ND",427,47.102334,-97.140334
"908","Arthur","NE",400,41.554073,-101.714495
"909","Arthurdale","WV",778,39.458091,-79.688154
"910","Artie","WV",210,37.940013,-81.354496
"911","Arvada","CO",122111,39.8396026,-105.1278106
"912","Arvada","WY",216,44.731059,-106.392413
"913","Arverne","NY",18540,40.5923,-73.793273
"914","Arvilla","ND",367,47.925956,-97.494107
"915","Arvin","CA",20938,35.311064,-118.659604
"916","Arvonia","VA",851,37.563225,-78.53643
"917","Ary","KY",380,37.363778,-83.154594
"918","Asbury Park","NJ",39158,40.250725,-74.048582
"919","Asbury","MO",731,37.266718,-94.517971
"920","Asbury","NJ",4067,40.695034,-75.028089
"921","Asbury","WV",558,37.975595,-80.426874
"922","Ash Flat","AR",2856,36.234637,-91.568849
"923","Ash Fork","AZ",1885,34.970209,-112.263974
"924","Ash Grove","MO",3746,37.311381,-93.578642
"925","Ash","NC",3886,34.06493,-78.494942
"926","Ashaway","RI",2607,41.322365,-71.679251
"927","Ashburn","GA",6474,31.723074,-83.644063
"928","Ashburn","MO",68,39.56103,-91.184425
"929","Ashburn","VA",82396,39.0257675,-77.504497
"930","Ashburnham","MA",6089,42.654906,-71.920942
"931","Ashby","MA",3074,42.446396,-71.459405
"932","Ashby","MN",1185,46.09171,-95.816743
"933","Ashby","NE",239,41.919117,-101.746919
"934","Ashcamp","KY",976,37.462655,-82.448017
"935","Ashdown","AR",8925,33.704625,-94.130221
"936","Asheboro","NC",54324,35.708376,-79.85213
"937","Asher","OK",1252,34.96959,-96.946216
"938","Asherton","TX",1219,28.448923,-99.759184
"939","Asheville","NC",120389,35.5973968,-82.5720246
"940","Ashfield","MA",1506,42.562391,-72.738152
"941","Ashfield","PA",131,40.784095,-75.708281
"942","Ashford","AL",6187,31.189627,-85.262314
"943","Ashford","CT",4454,41.889043,-72.147561
"944","Ashford","WA",759,46.752611,-122.05517
"945","Ashford","WV",1153,37.997105,-81.71704
"946","Ashippun","WI",141,43.217506,-88.525315
"947","Ashkum","IL",1372,40.876259,-87.973929
"948","Ashland City","TN",17184,36.297807,-87.083657
"949","Ashland","AL",5103,33.234539,-85.847477
"950","Ashland","IL",1915,39.938647,-90.079241
"951","Ashland","KS",1117,37.171946,-99.769576
"952","Ashland","KY",40470,38.427389,-82.705599
"953","Ashland","MA",16593,42.446396,-71.459405
"954","Ashland","ME",1670,46.975725,-68.39816
"955","Ashland","MO",5704,38.781337,-92.265908
